fixed acidity,volatile acidity,citric acid,total sulfur dioxide,density,alcohol,quality
7.8,0.735,0.08,41.0,0.9974,9.8,6
7.3,0.48,0.32,54.0,0.99728,10.0,7
7.4,0.965,0.0,32.0,0.99756,10.2,5
7.0,0.62,0.08,24.0,0.9978,9.0,5
9.4,0.685,0.26,143.0,0.9978,9.4,5
6.0,0.5,0.0,26.0,0.99448,9.5,5
9.7,0.66,0.34,88.0,0.99796,10.1,5
7.7,0.6,0.06,41.0,0.99697,10.1,6
7.8,0.6,0.26,131.0,0.99622,9.9,5
6.8,0.64,0.0,33.0,0.99538,11.3,6
11.0,0.2,0.48,18.0,0.9979,10.5,5
6.6,0.57,0.02,16.0,0.99654,9.5,5
7.8,0.52,0.25,38.0,0.9984,9.0,6
8.6,0.635,0.68,56.0,0.99632,9.3,5
7.9,0.51,0.25,45.0,0.9974,12.1,6
9.5,0.37,0.52,51.0,0.99613,11.1,6
9.0,0.48,0.32,122.0,0.9984,9.4,5
7.5,0.31,0.41,60.0,0.99492,11.4,6
6.8,0.64,0.0,33.0,0.99538,11.3,6
8.0,0.28,0.44,68.0,0.99501,11.2,5
10.0,0.29,0.4,26.0,1.0006,9.7,5
5.0,0.74,0.0,46.0,0.99258,12.5,6
6.9,0.63,0.01,39.0,0.99522,10.8,6
10.3,0.53,0.48,25.0,0.9998,9.3,6
8.3,0.28,0.48,12.0,0.99408,12.4,7
6.4,0.57,0.12,36.0,0.99519,11.3,7
10.9,0.37,0.58,65.0,0.99935,10.1,5
9.1,0.76,0.68,64.0,0.99652,9.1,6
7.2,0.63,0.03,88.0,0.99745,9.8,6
7.1,0.35,0.29,53.0,0.9962,11.0,6
9.8,0.39,0.43,11.0,0.99478,11.4,5
11.4,0.46,0.5,17.0,1.0006,10.2,5
11.9,0.39,0.69,35.0,0.9994,10.8,6
7.3,0.98,0.05,49.0,0.99705,9.7,3
7.0,0.43,0.3,39.0,0.99346,11.9,6
7.7,0.715,0.01,43.0,0.99371,11.8,6
7.4,0.36,0.3,24.0,0.99419,11.4,8
6.1,0.56,0.0,9.0,0.9948,11.5,6
10.6,0.31,0.49,21.0,0.9987,10.7,6
8.6,0.63,0.17,119.0,0.998,9.3,5
7.8,0.57,0.09,45.0,0.99417,12.7,8
7.9,0.66,0.0,13.0,0.99569,9.5,5
8.9,0.61,0.49,110.0,0.9972,9.3,5
8.9,0.43,0.45,16.0,0.9948,12.5,6
5.6,0.85,0.05,88.0,0.9924,12.9,8
10.0,0.56,0.24,58.0,0.9991,10.1,6
5.2,0.48,0.04,106.0,0.9927,12.2,7
7.0,0.54,0.0,55.0,0.9956,11.4,6
7.9,0.54,0.34,17.0,0.99235,13.1,8
8.9,0.48,0.53,10.0,0.99586,12.1,7
10.4,0.24,0.46,21.0,0.9976,10.8,7
7.8,0.5,0.12,21.0,0.996,9.8,6
7.0,0.5,0.14,23.0,0.99636,10.4,5
8.2,0.885,0.2,31.0,0.9946,10.0,5
8.2,0.635,0.1,60.0,0.99638,10.9,6
8.3,0.54,0.28,40.0,0.9978,10.0,6
7.1,0.6,0.01,37.0,0.99514,10.9,6
6.9,0.84,0.21,65.0,0.99842,9.25,6
7.0,0.64,0.02,23.0,0.997,9.4,6
5.1,0.42,0.0,88.0,0.99157,13.6,7
7.5,0.61,0.2,60.0,0.99494,9.3,5
7.7,0.53,0.06,39.0,0.99615,9.8,6
11.7,0.45,0.63,23.0,0.99974,10.9,6
5.9,0.61,0.08,24.0,0.99376,11.1,6
7.9,0.34,0.36,10.0,0.99419,11.2,7
9.1,0.34,0.42,18.0,0.99392,11.4,5
8.9,0.59,0.39,22.0,0.9986,10.3,5
5.9,0.29,0.25,160.0,0.99721,10.3,6
10.4,0.41,0.55,54.0,0.9996,9.9,6
7.6,0.78,0.0,45.0,0.99612,10.7,6
10.3,0.44,0.5,13.0,0.998,11.5,5
7.5,0.52,0.4,20.0,0.99474,11.8,6
9.5,0.86,0.26,28.0,0.99712,10.0,5
10.6,0.36,0.6,18.0,0.9986,9.4,5
8.5,0.47,0.27,38.0,0.99518,11.1,6
8.9,0.595,0.41,109.0,0.9998,9.3,5
9.6,0.6,0.5,71.0,0.9997,9.7,5
6.6,0.63,0.0,77.5,0.99558,9.5,5
8.8,0.41,0.64,42.0,0.9986,10.5,5
9.2,0.92,0.24,93.0,0.9998,9.8,5
7.9,0.3,0.68,278.0,0.99316,12.3,7
5.5,0.49,0.03,87.0,0.9908,14.0,8
10.3,0.32,0.45,13.0,0.9976,12.6,8
7.2,0.38,0.3,70.0,0.99685,9.5,6
12.3,0.39,0.63,18.0,1.0004,9.5,5
7.9,0.58,0.23,94.0,0.99686,9.5,6
10.0,0.35,0.47,11.0,0.99585,12.0,6
10.7,0.46,0.39,15.0,0.9981,9.5,5
8.3,0.28,0.48,12.0,0.99408,12.4,7
7.1,0.69,0.08,52.0,0.99608,10.2,6
8.0,0.745,0.56,134.0,0.9968,9.4,5
6.1,0.58,0.23,70.0,0.99352,12.5,6
7.6,0.49,0.26,88.0,0.9968,9.3,5
9.3,0.43,0.44,22.0,0.99708,9.5,5
5.0,1.02,0.04,85.0,0.9938,10.5,4
6.8,0.67,0.02,11.0,0.9962,9.5,5
6.3,0.39,0.08,20.0,0.9954,9.4,5
6.0,0.31,0.47,42.0,0.99549,11.0,6
6.9,0.54,0.04,27.0,0.9987,9.4,6
7.1,0.43,0.17,51.0,0.99634,10.4,5
7.1,0.43,0.17,51.0,0.99634,10.4,5
5.6,0.54,0.04,13.0,0.9942,11.4,5
8.2,0.64,0.27,77.0,0.99747,9.1,6
5.1,0.51,0.18,101.0,0.9924,12.9,7
5.6,0.615,0.0,59.0,0.9943,9.9,5
7.9,0.3,0.68,289.0,0.99316,12.3,7
9.0,0.46,0.23,104.0,0.9983,9.2,5
8.7,0.48,0.3,28.0,0.9964,11.2,7
7.6,0.79,0.21,68.0,0.9955,9.2,5
9.6,0.42,0.35,38.0,0.99622,11.1,6
9.0,0.4,0.41,40.0,0.99414,12.2,6
7.2,0.57,0.06,27.0,0.9972,9.6,6
8.2,0.33,0.39,48.0,0.99528,12.4,7
7.8,0.59,0.33,120.0,0.9968,9.4,5
8.0,0.38,0.44,15.0,0.9956,11.4,6
11.5,0.42,0.48,20.0,0.99852,11.0,5
10.8,0.4,0.41,17.0,0.9984,9.3,6
7.1,0.43,0.42,129.0,0.9973,10.5,5
8.4,0.34,0.42,36.0,0.99392,12.4,6
9.3,0.48,0.29,16.0,0.9968,11.2,5
7.5,0.4,0.12,53.0,0.9967,10.3,6
6.8,0.57,0.0,64.0,0.99491,11.2,6
10.5,0.59,0.49,47.0,0.9991,9.6,4
9.4,0.59,0.14,48.0,0.9981,9.7,5
9.3,0.27,0.41,16.0,0.998,9.7,5
12.7,0.59,0.45,22.0,1.0,9.3,6
6.0,0.64,0.05,17.0,0.99496,10.6,5
8.3,0.6,0.25,38.0,0.99616,9.8,5
5.3,0.47,0.11,89.0,0.99182,13.5666666666667,7
6.9,0.4,0.14,40.0,0.9968,9.7,6
6.7,0.58,0.08,65.0,0.9959,9.2,5
12.6,0.31,0.72,29.0,0.9987,9.8,8
7.2,0.695,0.13,20.0,0.99546,10.1,5
7.1,0.71,0.0,35.0,0.9972,9.4,5
9.6,0.54,0.42,52.0,0.997,11.4,6
6.2,0.56,0.09,32.0,0.99402,11.3,5
7.2,0.38,0.31,29.0,0.99472,11.3,8
7.1,0.46,0.2,54.0,0.9956,10.4,6
10.2,0.36,0.64,41.0,0.998,12.5,6
9.9,0.54,0.26,60.0,0.99709,10.2,5
8.6,0.83,0.0,43.0,0.99822,10.4,6
9.9,0.74,0.28,77.0,0.998,9.8,5
7.0,0.45,0.34,72.0,0.998,9.5,5
6.5,0.34,0.27,44.0,0.99384,12.0,6
6.9,0.58,0.2,22.0,0.99322,11.7,5
10.7,0.9,0.34,99.0,1.00289,9.3,5
6.5,0.46,0.14,37.0,0.99732,9.8,5
8.6,0.725,0.24,134.0,1.0014,9.3,5
5.7,0.6,0.0,18.0,0.99191,12.2,6
9.3,0.39,0.4,26.0,0.9984,10.2,6
7.8,0.46,0.26,53.0,0.9981,9.2,6
10.3,0.53,0.48,25.0,0.9998,9.3,6
7.2,0.45,0.15,28.0,0.99609,9.9,6
9.6,0.38,0.31,49.0,0.9982,10.0,7
6.3,0.55,0.15,35.0,0.99314,11.6,6
7.9,0.2,0.35,15.0,0.99458,11.9,7
7.5,0.52,0.16,35.0,0.9968,9.5,7
6.9,0.74,0.03,16.0,0.99508,11.5,6
10.2,0.41,0.43,37.0,0.99728,10.8,5
7.5,0.51,0.02,31.0,0.99538,10.5,6
8.8,0.59,0.18,74.0,0.99738,9.4,5
8.2,0.635,0.1,60.0,0.99638,10.9,6
6.3,0.36,0.19,39.0,0.9956,12.7,6
6.9,0.39,0.24,7.0,0.99462,11.4,4
9.1,0.6,0.0,10.0,0.9977,10.4,6
7.5,0.42,0.32,25.0,0.99628,10.4,5
10.0,0.41,0.45,14.0,0.99702,11.8,7
8.6,0.8,0.11,31.0,0.9979,9.9,5
7.2,0.695,0.13,20.0,0.99546,10.1,5
8.1,0.38,0.48,17.0,0.9976,9.4,5
6.2,0.46,0.17,11.0,0.99425,11.4,5
6.2,0.51,0.14,34.0,0.99396,11.5,6
7.1,0.39,0.12,24.0,0.99252,13.3,6
6.6,0.695,0.0,56.0,0.9968,9.2,5
10.0,0.35,0.45,88.0,0.99918,9.4,5
7.0,0.54,0.09,16.0,0.99479,11.5,6
9.1,0.795,0.0,26.0,0.9994,9.4,6
6.3,0.57,0.28,49.0,0.99374,12.8,5
7.7,0.57,0.21,9.0,0.99458,9.8,6
6.0,0.58,0.2,50.0,0.99467,12.5,6
6.0,0.33,0.32,113.0,0.99572,11.5,4
8.0,0.25,0.43,50.0,0.9946,11.9,6
8.3,0.625,0.2,119.0,0.9972,9.1,4
7.5,0.64,0.0,29.0,0.9965,10.0,6
7.2,0.655,0.03,12.0,0.99587,9.5,5
13.5,0.53,0.79,77.0,1.0018,13.0,5
10.0,0.69,0.11,24.0,0.99578,9.7,5
8.5,0.585,0.18,30.0,0.9967,9.8,6
6.6,0.52,0.08,26.0,0.99358,12.5,7
6.6,0.44,0.09,18.0,0.99444,11.3,6
8.9,0.28,0.45,12.0,0.99354,12.3,7
7.0,0.65,0.02,25.0,0.9972,9.5,6
7.5,0.57,0.02,35.0,0.99557,10.8,6
6.2,0.36,0.24,42.0,0.9946,11.7,6
5.6,0.66,0.0,15.0,0.99256,12.9,5
5.9,0.61,0.08,24.0,0.99376,11.1,6
9.0,0.8,0.12,28.0,0.99836,10.4,6
9.1,0.36,0.39,55.0,0.99495,11.0,7
7.4,0.7,0.0,34.0,0.9978,9.4,5
10.1,0.31,0.35,28.0,0.99672,11.2,7
7.5,0.58,0.14,60.0,0.9963,9.8,5
8.3,0.85,0.14,54.0,0.99724,10.1,5
12.8,0.84,0.63,35.0,0.9997,10.4,6
9.8,0.45,0.38,66.0,0.99726,9.8,5
6.2,0.785,0.0,13.0,0.99664,10.0,4
8.2,1.0,0.09,37.0,0.99685,9.0,6
6.8,0.915,0.29,39.0,0.99577,11.1,5
12.5,0.6,0.49,14.0,1.001,11.9,6
8.0,0.62,0.35,52.0,0.997,10.8,5
6.2,0.65,0.06,18.0,0.99348,11.95,5
10.8,0.45,0.33,38.0,0.99818,10.8,5
8.6,0.38,0.36,119.0,0.997,9.4,5
8.4,0.67,0.19,75.0,0.99736,9.2,4
8.0,0.715,0.22,81.0,0.99688,9.5,6
12.0,0.39,0.66,30.0,0.9996,10.8,7
12.5,0.37,0.55,68.0,0.9995,10.4,6
9.6,0.77,0.12,74.0,0.99865,10.4,6
7.9,0.31,0.32,36.0,0.99364,12.6,6
7.2,0.58,0.03,28.0,0.99568,10.0,5
8.5,0.28,0.35,15.0,0.99524,11.8,7
7.2,0.54,0.27,78.0,0.9964,11.0,5
7.1,0.59,0.0,44.0,0.99522,10.8,6
7.8,0.41,0.68,69.0,0.9973,9.3,5
7.6,0.29,0.49,60.0,0.9971,10.1,6
5.4,0.835,0.08,93.0,0.9924,13.0,7
7.1,0.735,0.16,77.0,0.9966,9.3,5
10.5,0.42,0.66,29.0,0.997,11.7,7
7.0,0.65,0.02,25.0,0.9972,9.5,6
7.8,0.91,0.07,47.0,0.99525,10.7,6
10.0,0.49,0.2,50.0,1.0015,9.2,6
7.3,0.365,0.49,106.0,0.9966,11.0,5
6.6,0.63,0.0,77.5,0.99558,9.5,5
10.1,0.43,0.4,52.0,0.99834,10.0,7
8.6,0.52,0.38,18.0,0.99666,9.4,5
7.6,0.645,0.03,57.0,0.9969,10.3,5
8.4,0.59,0.29,119.0,0.99801,9.1,5
15.0,0.21,0.44,24.0,1.00005,9.2,7
6.9,0.51,0.23,22.0,0.99438,11.2,6
11.1,0.31,0.53,10.0,0.99572,10.9,7
6.8,0.49,0.22,24.0,0.99438,11.3,6
7.2,0.35,0.26,75.0,0.9968,9.5,6
11.6,0.41,0.58,101.0,1.00024,10.0,5
10.2,0.36,0.64,41.0,0.998,12.5,6
5.0,1.04,0.24,96.0,0.9934,11.5,5
7.3,0.55,0.01,15.0,0.99514,11.0,7
10.1,0.37,0.34,17.0,0.99683,10.6,7
10.3,0.43,0.44,12.0,0.9994,9.5,6
7.6,0.41,0.33,23.0,0.9957,11.2,5
8.8,0.42,0.21,88.0,0.99823,9.2,5
10.5,0.51,0.64,15.0,0.9973,11.8,7
5.6,0.62,0.03,13.0,0.99498,10.1,4
8.9,0.62,0.19,148.0,0.9986,9.2,5
5.6,0.66,0.0,11.0,0.99378,12.8,7
11.3,0.62,0.67,19.0,0.9988,13.4,8
8.0,0.81,0.25,85.0,0.99668,9.2,5
7.4,0.36,0.34,38.0,0.9933,13.6,7
8.6,0.37,0.65,8.0,0.99817,11.0,5
8.3,0.675,0.26,43.0,0.9976,9.2,4
5.2,0.34,0.0,63.0,0.9916,14.0,6
9.1,0.52,0.33,30.0,0.9978,9.3,5
8.0,0.31,0.45,16.0,0.99358,12.5,7
9.0,0.58,0.25,21.0,0.99769,9.6,5
7.6,1.58,0.0,9.0,0.99476,10.9,3
8.2,0.39,0.49,133.0,0.9979,9.8,5
7.2,1.0,0.0,16.0,0.99586,10.0,5
5.1,0.47,0.02,44.0,0.9921,12.8,6
12.7,0.6,0.65,25.0,0.9997,9.9,5
7.9,0.33,0.41,35.0,0.99396,11.0,6
6.5,0.46,0.14,37.0,0.99732,9.8,5
9.3,0.33,0.45,37.0,0.99498,11.1,7
8.7,0.54,0.26,31.0,0.9976,9.3,6
7.7,0.66,0.04,9.0,0.9962,9.4,5
12.5,0.56,0.49,27.0,0.9999,10.9,5
5.6,0.54,0.04,13.0,0.9942,11.4,5
8.3,0.31,0.39,43.0,0.99444,12.5,7
7.1,0.59,0.01,43.0,0.9955,10.7,6
9.1,0.37,0.32,15.0,0.99576,11.2,6
7.1,0.59,0.01,43.0,0.9955,10.7,6
7.9,1.04,0.05,29.0,0.9959,9.9,6
9.0,0.53,0.49,25.0,0.9975,9.4,6
7.3,0.35,0.24,48.0,0.99576,10.0,4
5.4,0.42,0.27,55.0,0.99471,12.3,7
11.9,0.58,0.58,18.0,0.998,10.0,6
6.1,0.21,0.4,165.0,0.9912,11.9,6
6.1,0.705,0.1,28.0,0.99631,10.2,5
9.0,0.38,0.41,10.0,0.99604,11.9,7
10.0,0.38,0.38,90.0,0.99914,8.5,5
11.9,0.38,0.49,42.0,1.0004,10.3,5
9.6,0.32,0.47,24.0,0.99695,10.3,7
8.6,0.49,0.28,136.0,0.9972,9.9,6
7.5,0.725,0.04,15.0,0.99508,9.6,5
8.2,0.73,0.21,13.0,0.9968,9.5,5
7.7,0.54,0.26,147.0,0.99636,9.7,5
11.9,0.39,0.69,35.0,0.9994,10.8,6
10.0,0.44,0.49,19.0,0.9963,11.6,7
6.7,0.46,0.24,34.0,0.9948,10.6,6
9.7,0.53,0.6,19.0,0.99585,12.4,6
12.0,0.5,0.59,42.0,0.998,10.5,7
7.2,0.53,0.13,22.0,0.99573,9.9,6
9.2,0.46,0.23,77.0,0.99922,9.4,5
7.1,0.68,0.0,22.0,0.9969,9.3,5
9.0,0.44,0.49,121.0,0.9978,9.2,5
7.1,0.36,0.3,70.0,0.99693,9.4,5
9.0,0.6,0.29,73.0,0.99654,10.0,5
6.5,0.52,0.11,38.0,0.9955,9.3,5
8.0,0.43,0.36,48.0,0.9976,9.4,5
7.3,0.66,0.0,23.0,0.9983,9.9,6
7.7,0.18,0.34,58.0,0.9947,11.8,6
7.2,0.695,0.13,20.0,0.99546,10.1,5
8.1,0.29,0.36,53.0,0.995,12.4,7
6.4,0.64,0.21,31.0,0.99689,9.8,5
4.9,0.42,0.0,42.0,0.99154,14.0,7
8.1,0.87,0.0,61.0,1.00025,9.8,4
7.7,0.96,0.2,60.0,0.9955,10.9,5
8.7,0.84,0.0,33.0,0.9954,9.7,5
8.3,0.58,0.13,63.0,0.9984,9.1,6
8.6,0.49,0.29,133.0,0.9972,9.8,5
7.7,0.49,0.26,31.0,0.9966,9.6,5
5.3,0.715,0.19,62.0,0.99395,11.0,5
6.6,0.64,0.31,49.0,0.99718,10.3,5
7.9,0.69,0.21,141.0,0.9962,9.9,5
7.8,0.53,0.01,19.0,0.995,9.8,5
8.7,0.41,0.41,42.0,0.9953,12.6,7
7.9,0.35,0.21,102.0,0.9964,9.5,5
9.7,0.69,0.32,91.0,0.9979,10.1,5
8.2,0.28,0.4,10.0,0.99356,12.8,7
7.5,0.55,0.24,28.0,0.9983,9.5,6
7.9,0.72,0.17,38.0,0.9978,9.5,5
7.1,0.66,0.0,11.0,0.99318,12.7,7
6.1,0.59,0.01,13.0,0.99472,11.4,5
8.2,0.7,0.23,81.0,0.9973,9.4,5
7.6,0.43,0.29,66.0,0.99718,9.5,5
7.2,0.57,0.05,36.0,0.99564,10.3,6
9.0,0.82,0.14,23.0,0.9984,9.8,5
7.7,0.62,0.04,45.0,0.9978,9.5,5
7.2,0.66,0.33,102.0,0.99414,12.8,6
8.9,0.24,0.39,10.0,0.99698,9.5,6
7.6,0.63,0.03,43.0,0.99578,10.9,6
13.3,0.29,0.75,43.0,0.9986,11.4,7
5.8,0.68,0.02,94.0,0.9944,10.0,5
6.6,0.66,0.0,31.0,0.99629,10.3,5
9.3,0.5,0.36,17.0,0.99704,10.8,6
7.0,0.49,0.49,121.0,0.9974,10.5,5
11.2,0.4,0.5,50.0,0.99783,10.4,5
10.0,0.49,0.2,50.0,1.0015,9.2,6
7.4,1.185,0.0,14.0,0.9966,10.7,3
6.9,0.67,0.06,33.0,0.99845,9.6,5
8.2,0.26,0.34,47.0,0.99594,11.3,7
5.9,0.44,0.0,11.0,0.9944,11.7,6
8.3,0.56,0.22,86.0,0.9983,9.5,5
9.4,0.43,0.24,45.0,0.998,10.0,6
8.5,0.49,0.11,67.0,0.9968,9.4,5
7.3,0.58,0.3,55.0,0.9968,10.2,5
8.8,0.41,0.64,42.0,0.9986,10.5,5
9.1,0.21,0.37,10.0,0.99552,11.1,7
12.2,0.45,0.49,6.0,0.9969,10.4,5
10.2,0.49,0.63,26.0,0.9968,12.5,7
8.9,0.745,0.18,48.0,0.99739,9.7,6
8.8,0.45,0.43,21.0,0.99551,10.2,6
6.8,0.61,0.04,10.0,0.99525,9.5,5
7.8,0.88,0.0,67.0,0.9968,9.8,5
8.3,0.715,0.15,52.0,0.9968,9.5,5
9.9,0.63,0.24,33.0,0.9974,9.4,5
7.8,0.56,0.12,28.0,0.997,9.4,6
8.1,0.575,0.22,65.0,0.9967,9.2,5
9.4,0.24,0.33,73.0,0.99786,10.2,6
7.9,0.32,0.51,56.0,0.9969,9.2,6
6.2,0.52,0.08,32.0,0.99646,11.6,6
8.0,0.64,0.22,33.0,0.99612,11.0,5
7.2,0.49,0.18,34.0,0.9967,9.2,6
6.9,0.48,0.2,23.0,0.99585,9.05,4
9.2,0.54,0.31,38.0,0.99699,10.9,5
7.3,0.67,0.05,20.0,0.9972,10.1,5
9.4,0.685,0.11,31.0,0.9984,10.1,6
7.4,0.58,0.0,11.0,0.99562,11.3,6
8.6,0.45,0.31,50.0,0.9982,9.9,6
8.9,0.48,0.53,10.0,0.99586,12.1,7
7.5,0.53,0.06,44.0,0.9965,10.7,6
8.4,0.6,0.1,111.0,0.9964,9.8,5
7.6,0.41,0.24,11.0,0.9962,9.5,5
7.5,0.51,0.02,31.0,0.99538,10.5,6
6.7,0.75,0.01,32.0,0.9955,12.8,6
7.3,1.07,0.09,89.0,0.9962,9.0,5
8.6,0.47,0.27,28.0,0.99516,11.2,5
9.1,0.64,0.23,38.0,0.9998,9.7,5
11.3,0.34,0.45,15.0,0.9988,9.2,6
8.1,0.73,0.0,24.0,0.99798,9.6,4
8.8,0.52,0.34,122.0,0.9982,9.5,5
6.9,0.63,0.02,30.0,0.99712,9.8,5
10.2,0.42,0.57,10.0,0.9971,9.6,5
9.0,0.82,0.05,96.0,0.99814,10.0,5
9.9,0.27,0.49,17.0,0.99484,12.5,7
8.0,0.77,0.32,74.0,0.99656,9.8,6
8.2,0.51,0.24,86.0,0.99764,9.5,6
8.3,0.61,0.3,50.0,0.9972,10.2,6
7.6,0.55,0.21,28.0,0.9964,9.7,5
7.1,0.69,0.04,27.0,0.99712,9.8,5
7.9,0.6,0.06,59.0,0.9964,9.4,5
6.6,0.725,0.09,17.0,0.99655,10.8,6
7.2,0.25,0.37,41.0,0.99439,12.4,7
8.6,0.53,0.22,27.0,0.9967,10.2,6
